online_order,book_table,rate,votes,cost,BTM,Banashankari,Banaswadi,Bannerghatta Road,Basavanagudi,Basaveshwara Nagar,Bellandur
1,0,4,560,6.802394763,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,1,4.1,1856,7.003065459,0,0,0,0,0,0,0
1,0,3.7,22,6.396929655,0,0,0,0,0,0,0
1,0,3.2,23,5.010635294,0,0,0,0,0,0,0
1,0,2.9,331,6.396929655,0,0,0,0,0,0,0
1,0,4.1,1157,6.214608098,0,0,0,0,0,0,0
1,0,3.7,271,6.214608098,0,0,0,0,0,0,0
1,0,4,331,6.214608098,0,0,0,0,0,0,0
1,0,3.7,264,6.109247583,0,0,0,0,0,0,0
1,0,3.8,1850,6.684611728,0,0,0,0,0,0,0
1,0,4.1,132,5.521460918,0,0,0,0,0,0,0
1,0,2.8,97,6.396929655,0,0,0,0,0,0,0
1,1,4.4,2579,7.377758908,0,0,0,0,0,0,0
1,0,3,40,6.396929655,0,0,0,0,0,0,0
1,0,3.9,327,6.396929655,0,0,0,0,0,0,0
1,0,3.4,6,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.9,77,5.703782475,0,0,0,0,0,0,0
1,0,3.6,84,5.857933154,0,0,0,0,0,0,0
1,0,3,162,5.991464547,0,0,0,0,0,0,0
1,0,4,151,6.684611728,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,4,341,6.684611728,0,0,0,0,0,0,0
1,0,3.5,293,6.309918278,0,0,0,0,0,0,0
1,0,3.8,170,6.309918278,0,0,0,0,0,0,0
1,0,3.7,72,6.802394763,0,0,0,0,0,0,0
1,0,2.7,30,6.214608098,0,0,0,0,0,0,0
1,0,4,74,5.857933154,0,0,0,0,0,0,0
1,0,3.3,14,5.703782475,0,0,0,0,0,0,0
1,0,4.3,195,5.991464547,0,0,0,0,0,0,0
1,0,2.7,290,6.396929655,0,0,0,0,0,0,0
1,0,4.3,267,5.991464547,0,0,0,0,0,0,0
1,0,3.7,112,6.109247583,0,0,0,0,0,0,0
1,0,3.5,10,5.298317367,0,0,0,0,0,0,0
1,0,4,48,5.298317367,0,0,0,0,0,0,0
1,0,3.5,11,5.991464547,0,0,0,0,0,0,0
1,0,3.1,149,5.298317367,0,0,0,0,0,0,0
1,0,4,292,5.703782475,0,0,0,0,0,0,0
1,1,4.1,1503,7.313220387,0,0,0,0,0,0,0
1,0,3.4,334,6.309918278,0,0,0,0,0,0,0
1,0,3.8,134,5.298317367,0,0,0,0,0,0,0
1,0,3.5,21,6.214608098,0,0,0,0,0,0,0
1,0,3.5,8,5.991464547,0,0,0,0,0,0,0
1,0,4,71,6.620073207,0,0,0,0,0,0,0
1,0,3.9,87,6.109247583,0,0,0,0,0,0,0
1,0,4.2,1216,6.396929655,0,0,0,0,0,0,0
1,0,2.7,125,6.214608098,0,0,0,0,0,0,0
1,0,3.1,68,5.991464547,0,0,0,0,0,0,0
1,0,3.5,217,6.476972363,0,0,0,0,0,0,0
1,0,3.8,26,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,3.3,11,6.214608098,0,0,0,0,0,0,0
1,0,4.4,282,5.703782475,0,0,0,0,0,0,0
1,0,3.9,34,5.703782475,0,0,0,0,0,0,0
1,0,3.8,25,5.991464547,0,0,0,0,0,0,0
1,0,3.7,30,5.703782475,0,0,0,0,0,0,0
1,1,3.9,1488,6.396929655,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,1,3.6,598,6.684611728,0,0,0,0,0,0,0
1,1,4.2,3305,7.244227516,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,4.4,542,6.396929655,0,0,0,0,0,0,0
1,0,3.3,11,5.010635294,0,0,0,0,0,0,0
1,0,3.9,90,5.298317367,0,0,0,0,0,0,0
0,0,3.7,17,5.298317367,0,0,0,0,0,0,0
1,0,3,7,5.991464547,0,0,0,0,0,0,0
1,0,3.6,21,6.109247583,0,0,0,0,0,0,0
1,0,4,739,6.214608098,0,0,0,0,0,0,0
1,0,3.8,33,6.214608098,0,0,0,0,0,0,0
1,0,4.1,338,6.684611728,0,0,0,0,0,0,0
1,0,3.7,19,6.620073207,0,0,0,0,0,0,0
1,0,2.8,53,5.703782475,0,0,0,0,0,0,0
1,0,3.7,128,6.396929655,0,0,0,0,0,0,0
0,0,3.4,14,5.010635294,0,0,0,0,0,0,0
1,0,3.6,18,5.298317367,0,0,0,0,0,0,0
1,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.3,5,5.298317367,0,0,0,0,0,0,0
1,0,3.4,94,5.703782475,0,0,0,0,0,0,0
1,1,4.3,695,6.907755279,0,0,0,0,0,0,0
1,0,2.9,40,6.396929655,0,0,0,0,0,0,0
1,0,3,570,5.991464547,0,0,0,0,0,0,0
1,0,3.1,8,5.703782475,0,0,0,0,0,0,0
1,0,3.5,229,5.857933154,0,0,0,0,0,0,0
1,0,3.6,38,5.857933154,0,0,0,0,0,0,0
1,0,2.8,420,6.551080335,0,0,0,0,0,0,0
1,0,4.1,42,5.991464547,0,0,0,0,0,0,0
1,0,2.6,27,6.214608098,0,0,0,0,0,0,0
1,0,3.8,724,6.214608098,0,0,0,0,0,0,0
1,0,3.5,22,5.298317367,0,0,0,0,0,0,0
1,0,3.7,22,6.684611728,0,0,0,0,0,0,0
1,0,3.1,17,5.703782475,0,0,0,0,0,0,0
1,0,4.2,580,5.991464547,0,0,0,0,0,0,0
1,0,3.1,54,6.214608098,0,0,0,0,0,0,0
1,0,3.4,12,6.214608098,0,0,0,0,0,0,0
1,0,3.6,37,5.991464547,0,0,0,0,0,0,0
1,0,3.4,27,5.991464547,0,0,0,0,0,0,0
1,0,4,282,6.551080335,0,0,0,0,0,0,0
1,0,3.7,127,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,1,0,0,0,0,0,0
1,0,3.7,244,6.684611728,0,0,0,0,0,0,0
1,0,4,241,6.214608098,0,0,0,0,0,0,0
1,0,3.6,12,5.703782475,0,0,0,0,0,0,0
1,1,4,861,7.090076836,0,0,0,0,0,0,0
1,0,3.5,62,5.521460918,0,0,0,0,0,0,0
1,0,3.7,24,5.703782475,0,0,0,0,0,0,0
1,0,2.9,228,5.521460918,0,0,0,0,0,0,0
1,0,3.4,12,4.605170186,0,0,0,0,0,0,0
1,0,3,167,6.214608098,0,0,0,0,0,0,0
1,0,3.5,14,5.991464547,0,0,0,0,0,0,0
1,0,4,125,5.991464547,0,0,0,0,0,0,0
1,0,3.2,61,5.991464547,0,0,0,0,0,0,0
1,0,4.2,631,5.703782475,0,0,0,0,0,0,0
1,0,3,112,6.396929655,0,0,0,0,0,0,0
1,0,3.1,4,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.5,15,5.703782475,0,0,0,0,0,0,0
1,0,3.5,12,5.521460918,0,0,0,0,0,0,0
1,0,3.2,30,5.298317367,0,0,0,0,0,0,0
1,0,3,98,6.214608098,0,0,0,0,0,0,0
1,0,3.7,24,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
1,0,3.2,5,5.298317367,0,0,0,0,0,0,0
1,0,2.5,56,6.551080335,0,0,0,0,0,0,0
1,1,4.2,97,7.090076836,0,0,0,0,0,0,0
1,0,3.7,217,6.109247583,0,0,0,0,0,0,0
1,0,3.8,80,5.298317367,0,0,0,0,0,0,0
1,0,4.2,164,6.396929655,0,0,0,0,0,0,0
1,0,3.5,10,6.396929655,0,0,0,0,0,0,0
1,0,4.3,1331,6.907755279,0,0,0,0,0,0,0
1,0,3.700448818,0,6.109247583,0,0,0,0,0,0,0
1,0,3.1,7,5.703782475,0,0,0,0,0,0,0
1,0,3.9,84,5.703782475,0,0,0,0,0,0,0
1,0,3.7,47,5.521460918,0,0,0,0,0,0,0
1,0,3.5,11,4.605170186,0,0,0,0,0,0,0
1,0,3.2,254,6.214608098,0,0,0,0,0,0,0
1,0,3.2,43,5.703782475,0,0,0,0,0,0,0
0,0,3.5,8,5.298317367,0,0,0,0,0,0,0
1,0,2.9,16,5.857933154,0,0,0,0,0,0,0
1,0,3.6,12,5.703782475,0,0,0,0,0,0,0
1,0,4.1,112,5.010635294,0,0,0,0,0,0,0
0,1,3.5,43,6.551080335,0,0,0,0,0,0,0
1,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,0,4.3,397,6.551080335,0,0,0,0,0,0,0
0,0,4.3,700,6.330121123,0,0,0,0,0,0,0
1,0,3.9,190,5.521460918,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.6,20,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,3.2,6,6.109247583,0,0,0,0,0,0,0
1,0,3.7,23,4.605170186,0,0,0,0,0,0,0
1,1,4.2,217,7.313220387,0,0,0,0,0,0,0
1,1,4.1,147,6.551080335,0,0,0,0,0,0,0
1,0,4.1,60,5.703782475,0,0,0,0,0,0,0
1,0,3.3,8,5.991464547,0,0,0,0,0,0,0
1,1,4.3,771,6.907755279,0,0,0,0,0,0,0
1,0,3.2,14,6.214608098,0,0,0,0,0,0,0
0,0,3,6,5.298317367,0,0,0,0,0,0,0
1,0,4.1,124,6.109247583,0,0,0,0,0,0,0
1,0,3.5,26,5.521460918,0,0,0,0,0,0,0
1,0,3.5,39,5.298317367,0,0,0,0,0,0,0
1,0,3.6,27,5.521460918,0,0,0,0,0,0,0
1,0,3.9,55,5.703782475,0,0,0,0,0,0,0
1,0,3.9,54,5.298317367,0,0,0,0,0,0,0
1,0,3.8,48,5.521460918,0,0,0,0,0,0,0
1,0,3.4,9,5.298317367,0,0,0,0,0,0,0
1,0,3.7,33,5.521460918,0,0,0,0,0,0,0
1,0,3.1,28,5.298317367,0,0,0,0,0,0,0
1,0,3.8,162,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
1,0,3.4,34,5.703782475,0,0,0,0,0,0,0
1,0,4,56,5.703782475,0,0,0,0,0,0,0
1,0,3.2,18,4.605170186,0,0,0,0,0,0,0
1,0,2.4,63,6.214608098,0,0,0,0,0,0,0
1,0,3.8,70,6.620073207,0,0,0,0,0,0,0
1,0,4.2,402,6.214608098,0,0,0,0,0,0,0
1,0,3.1,96,6.109247583,0,0,0,0,0,0,0
1,0,3.9,210,6.214608098,0,0,0,0,0,0,0
1,0,3.3,9,5.703782475,0,0,0,0,0,0,0
1,0,3,12,5.991464547,0,0,0,0,0,0,0
0,1,4,427,7.244227516,0,0,0,0,0,0,0
1,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
1,0,3.5,34,5.298317367,0,0,0,0,0,0,0
1,1,4,1021,7.090076836,0,0,0,0,0,0,0
1,0,3.4,20,5.521460918,0,0,0,0,0,0,0
0,0,3.7,33,5.991464547,0,0,0,0,0,0,0
1,0,4,223,5.991464547,0,0,0,0,0,0,0
0,0,2.8,79,5.703782475,0,0,0,0,0,0,0
1,0,3.6,120,6.309918278,0,0,0,0,0,0,0
1,0,3.7,93,6.214608098,0,0,0,0,0,0,0
1,0,3.2,115,6.214608098,0,0,0,0,0,0,0
1,0,3.2,25,5.703782475,0,0,0,0,0,0,0
1,0,3.6,23,5.703782475,0,0,0,0,0,0,0
1,0,3.7,19,5.703782475,0,0,0,0,0,0,0
1,0,4.1,29,5.010635294,0,0,0,0,0,0,0
1,0,3.9,45,5.010635294,0,0,0,0,0,0,0
1,0,3.8,42,5.991464547,0,0,0,0,0,0,0
1,0,3.8,105,5.991464547,0,0,0,0,0,0,0
1,0,3.8,60,6.109247583,0,0,0,0,0,0,0
1,0,3.7,42,5.703782475,0,0,0,0,0,0,0
0,0,3.7,287,6.109247583,0,0,0,0,0,0,0
0,0,3.8,73,5.991464547,0,0,0,0,0,0,0
0,0,3.4,5,6.330121123,0,0,0,0,0,0,0
1,0,3.7,32,6.214608098,0,0,0,0,0,0,0
1,0,3.7,42,5.010635294,0,0,0,0,0,0,0
0,0,3.7,15,5.298317367,0,0,0,0,0,0,0
1,0,3.8,103,5.703782475,0,0,0,0,0,0,0
1,1,3.7,59,7.090076836,0,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,3.8,37,5.298317367,0,0,0,0,0,0,0
1,0,3.2,44,5.857933154,0,0,0,0,0,0,0
1,0,3.8,139,6.620073207,0,0,0,0,0,0,0
1,0,3.2,27,5.703782475,0,0,0,0,0,0,0
1,0,3.1,4,5.857933154,0,0,0,0,0,0,0
1,0,3.3,4,5.703782475,0,0,0,0,0,0,0
1,0,3.7,16,5.703782475,0,0,0,0,0,0,0
1,0,3.2,6,5.703782475,0,0,0,0,0,0,0
1,0,3.8,61,5.703782475,0,0,0,0,0,0,0
1,0,3.8,93,5.703782475,0,0,0,0,0,0,0
1,1,4.3,1258,6.907755279,0,0,0,0,0,0,0
1,0,3.9,350,6.109247583,0,0,0,0,0,0,0
1,0,3.3,5,4.605170186,0,0,0,0,0,0,0
1,0,3.6,21,6.396929655,0,0,0,0,0,0,0
1,0,3.9,124,5.521460918,0,0,0,0,0,0,0
0,0,3.3,4,5.703782475,0,0,0,0,0,0,0
0,0,3.3,4,5.703782475,0,0,0,0,0,0,0
1,0,3.9,44,5.298317367,0,0,0,0,0,0,0
0,0,3.7,32,6.214608098,0,0,0,0,0,0,0
1,0,3.7,156,5.703782475,0,0,0,0,0,0,0
0,0,3.5,54,6.330121123,0,0,0,0,0,0,0
1,0,3.9,122,5.521460918,0,0,0,0,0,0,0
1,0,3.5,25,6.214608098,0,0,0,0,0,0,0
0,0,3.8,71,6.330121123,0,0,0,0,0,0,0
0,0,3.3,4,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,4.787491743,0,0,0,0,0,0,0
1,0,3.7,16,5.703782475,0,0,0,0,0,0,0
1,0,2.5,66,5.857933154,0,0,0,0,0,0,0
1,0,3.1,6,6.396929655,0,0,0,0,0,0,0
1,0,4,43,5.991464547,0,0,0,0,0,0,0
1,0,3.2,17,6.214608098,0,0,0,0,0,0,0
0,0,3.2,5,6.309918278,0,0,0,0,0,0,0
0,1,3.9,172,7.549609165,0,0,0,0,0,0,0
1,0,3.6,25,5.521460918,0,0,0,0,0,0,0
1,0,4.1,142,6.620073207,0,0,0,0,0,0,0
0,0,3.4,14,5.703782475,0,0,0,0,0,0,0
1,0,3.4,30,6.214608098,0,0,0,0,0,0,0
0,0,3.7,39,6.551080335,0,0,0,0,0,0,0
0,0,3.8,39,5.703782475,0,0,0,0,0,0,0
1,0,3.5,33,6.396929655,0,0,0,0,0,0,0
1,0,3.8,110,5.991464547,0,0,0,0,0,0,0
0,0,3.8,67,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.8,22,5.010635294,0,0,0,0,0,0,0
0,0,3.4,28,5.857933154,0,0,0,0,0,0,0
0,0,2.8,93,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
1,1,3.8,300,7.090076836,0,0,0,0,0,0,0
1,0,3.3,11,4.605170186,0,0,0,0,0,0,0
0,0,3.2,7,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.3,4,6.551080335,0,0,0,0,0,0,0
0,0,3.3,6,5.703782475,0,0,0,0,0,0,0
0,0,3.4,32,5.991464547,0,0,0,0,0,0,0
1,0,4.1,374,5.010635294,0,0,0,0,0,0,0
0,1,4,242,7.313220387,0,0,0,0,0,0,0
0,0,3.3,7,5.298317367,0,0,0,0,0,0,0
0,0,3.5,9,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,1,4.1,348,6.802394763,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,2.7,50,5.991464547,0,0,0,0,0,0,0
0,0,3.4,9,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,3.5,6,5.298317367,0,0,0,0,0,0,0
1,1,4.1,2099,6.684611728,0,0,0,0,0,0,0
1,0,3.9,249,6.551080335,0,0,0,0,0,0,0
1,0,3.5,6,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
1,0,4,38,6.551080335,0,0,0,0,0,0,0
1,0,2.4,128,6.396929655,0,0,0,0,0,0,0
1,0,2.7,19,5.703782475,0,0,0,0,0,0,0
1,0,3.6,19,6.214608098,0,0,0,0,0,0,0
1,0,4.2,1920,6.684611728,0,0,0,0,0,0,0
1,0,3.9,113,6.214608098,0,0,0,0,0,0,0
1,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,3.4,10,5.703782475,0,0,0,0,0,0,0
1,0,3.8,24,5.298317367,0,0,0,0,0,0,0
0,0,4,2432,7.60090246,0,0,0,0,0,0,0
0,0,3.2,4,5.298317367,0,0,0,0,0,0,0
0,0,3.6,33,5.703782475,0,0,0,0,0,0,0
1,0,3.3,8,5.991464547,0,0,0,0,0,0,0
0,0,4.1,1054,6.330121123,0,0,0,0,0,0,0
0,0,2.8,185,6.214608098,0,0,0,0,0,0,0
1,0,3.8,410,5.857933154,0,0,0,0,0,0,0
0,0,3.8,263,6.551080335,0,0,0,0,0,0,0
1,1,3.9,1387,6.684611728,0,0,0,0,0,0,0
0,0,2.6,91,5.703782475,0,0,0,0,0,0,0
0,0,3.9,82,5.991464547,0,0,0,0,0,0,0
0,0,4.1,76,5.991464547,0,0,0,0,0,0,0
0,1,3.7,19,6.684611728,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.9,49,5.298317367,0,0,0,0,0,0,0
0,0,3.9,71,5.298317367,0,0,0,0,0,0,0
0,0,3.3,4,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.6,15,5.703782475,0,0,0,0,0,0,0
0,0,3.5,6,5.703782475,0,0,0,0,0,0,0
0,0,4,134,6.396929655,0,0,0,0,0,0,0
0,0,3.5,24,5.703782475,0,0,0,0,0,0,0
0,0,3.4,7,5.521460918,0,0,0,0,0,0,0
0,0,3.7,20,6.396929655,0,0,0,0,0,0,0
0,0,3.4,11,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,6.109247583,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.3,5,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
0,0,3.7,28,5.857933154,0,0,0,0,0,0,0
0,0,3,59,6.214608098,0,0,0,0,0,0,0
1,0,3.7,22,5.703782475,0,0,0,0,0,0,0
1,0,3.7,25,5.703782475,0,0,0,0,0,0,0
1,0,3.2,4,5.521460918,0,0,0,0,0,0,0
1,0,3.7,133,6.214608098,0,0,0,0,0,0,0
1,0,3.9,112,5.010635294,0,0,0,0,0,0,0
1,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
1,0,2.9,43,5.991464547,0,0,0,0,0,0,0
1,1,4.2,1352,7.43838353,0,0,0,0,0,0,0
1,0,3.9,54,5.991464547,0,0,0,0,0,0,0
1,0,3.6,23,5.991464547,0,0,0,0,0,0,0
1,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,1,4.2,241,7.313220387,0,0,0,0,0,0,0
0,1,4,1806,7.377758908,0,0,0,0,0,0,0
1,0,3.5,137,5.991464547,0,0,0,0,0,0,0
1,0,2.9,35,5.298317367,0,0,0,0,0,0,0
0,1,4,984,7.244227516,0,0,0,0,0,0,0
1,1,4.3,1799,6.802394763,0,0,0,0,0,0,0
0,0,2.4,25,6.907755279,0,0,0,0,0,0,0
0,0,3.3,10,6.330121123,0,0,0,0,0,0,0
1,0,3.1,23,5.991464547,0,0,0,0,0,0,0
1,0,2.7,23,5.991464547,0,0,0,0,0,0,0
1,0,3.3,21,5.703782475,0,0,0,0,0,0,0
0,0,4.1,1098,6.551080335,0,0,0,0,0,0,0
0,1,4.2,956,6.684611728,0,0,0,0,0,0,0
0,0,4.3,82,6.684611728,0,0,0,0,0,0,0
0,0,4.2,820,6.802394763,0,0,0,0,0,0,0
1,0,3.5,33,5.991464547,0,0,0,0,0,0,0
0,1,4.2,215,7.313220387,0,0,0,0,0,0,0
0,0,3,1275,6.330121123,0,0,0,0,0,0,0
0,0,3.8,777,6.476972363,0,0,0,0,0,0,0
0,0,4.2,592,6.551080335,0,0,0,0,0,0,0
0,0,3.3,33,7.003065459,0,0,0,0,0,0,0
0,0,4,287,6.214608098,0,0,0,0,0,0,0
0,0,3.9,146,6.684611728,0,0,0,0,0,0,0
0,0,3.7,125,5.703782475,0,0,0,0,0,0,0
0,1,3.7,289,6.396929655,0,0,0,0,0,0,0
0,0,3.4,4,5.298317367,0,0,0,0,0,0,0
0,0,4,124,5.857933154,0,0,0,0,0,0,0
0,0,3.7,20,5.991464547,0,0,0,0,0,0,0
1,0,3.8,18,6.214608098,0,0,0,0,0,0,0
0,0,2.9,544,6.396929655,0,0,0,0,0,0,0
0,0,4.1,343,5.991464547,0,0,0,0,0,0,0
0,0,3.8,731,5.298317367,0,0,0,0,0,0,0
0,0,3.4,6,5.991464547,0,0,0,0,0,0,0
1,0,3.5,6,5.991464547,0,0,0,0,0,0,0
0,0,3.7,35,6.214608098,0,0,0,0,0,0,0
0,0,3.9,155,6.551080335,0,0,0,0,0,0,0
0,0,3.7,36,6.551080335,0,0,0,0,0,0,0
0,0,3.700448818,0,4.605170186,0,0,0,0,0,0,0
0,0,3.3,6,5.480638923,0,0,0,0,0,0,0
0,0,3.7,21,6.330121123,0,0,0,0,0,0,0
0,0,3.6,219,5.010635294,0,0,0,0,0,0,0
0,0,3.5,6,6.396929655,0,0,0,0,0,0,0
0,0,3.7,45,6.214608098,0,0,0,0,0,0,0
0,0,4,215,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.8,210,6.551080335,0,0,0,0,0,0,0
1,0,4.1,135,5.991464547,0,0,0,0,0,0,0
0,0,3,10,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.700448818,0,5.857933154,0,0,0,0,0,0,0
0,0,3.4,16,6.214608098,0,0,0,0,0,0,0
0,0,2.8,119,6.109247583,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.521460918,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.1,6,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
0,0,3,47,5.521460918,0,0,0,0,0,0,0
0,0,3.4,46,7.003065459,0,0,0,0,0,0,0
0,0,3.5,25,5.298317367,0,0,0,0,0,0,0
0,0,2.7,29,6.330121123,0,0,0,0,0,0,0
0,0,3,16,6.330121123,0,0,0,0,0,0,0
0,0,3.4,5,5.703782475,0,0,0,0,0,0,0
0,0,2.9,31,5.991464547,0,0,0,0,0,0,0
0,0,3.1,64,5.703782475,0,0,0,0,0,0,0
0,0,3.7,70,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.2,6,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.4,6,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,4.941642423,0,0,0,0,0,0,0
0,0,3.2,4,5.298317367,0,0,0,0,0,0,0
0,0,3.6,22,6.396929655,0,0,0,0,0,0,0
0,0,3,106,6.214608098,0,0,0,0,0,0,0
0,0,3.2,5,5.991464547,0,0,0,0,0,0,0
0,0,3.1,6,5.298317367,0,0,0,0,0,0,0
0,0,3.4,7,6.396929655,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,2.8,68,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.298317367,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.991464547,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
0,0,3.5,12,6.214608098,0,0,0,0,0,0,0
0,0,3.4,32,5.703782475,0,0,0,0,0,0,0
0,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
0,0,3.5,14,4.605170186,0,0,0,0,0,0,0
0,0,2.8,43,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,6.396929655,0,0,0,0,0,0,0
0,0,2.7,16,5.298317367,0,0,0,0,0,0,0
0,0,3.3,4,5.298317367,0,0,0,0,0,0,0
0,0,3.9,391,6.214608098,0,0,0,0,0,0,0
0,0,3.6,80,6.214608098,0,0,0,0,0,0,0
0,0,3.700448818,0,5.010635294,0,0,0,0,0,0,0
0,0,3.700448818,0,6.330121123,0,0,0,0,0,0,0
0,0,3.3,10,5.521460918,0,0,0,0,0,0,0
1,0,3.700448818,0,5.703782475,0,0,0,0,0,0,0
1,0,3.1,45,6.109247583,0,0,0,0,0,0,0
